,CANCELED,DONE,FAILED,NEW,PMGR_ACTIVE,PMGR_ACTIVE_PENDING,PMGR_LAUNCHING,PMGR_LAUNCHING_PENDING,P_LRMS_QUEUING,P_LRMS_RUNNING,P_LRMS_SUBMITTING,P_PMGR_QUEUING,P_PMGR_SCHEDULING,experiment,hid,ncore,nunit,pid,sid,util_p_boot,util_p_orte,util_p_setup_1,util_p_setup_2,util_p_term,util_p_total,util_p_uexec
0,282.72499990463257,,,12.04259991645813,105.29269981384277,50.3289999961853,12.051800012588501,12.04670000076294,54.96369981765747,177.4323000907898,38.2771999835968,0.0051000118255615234,0.00410008430480957,testrun,ccs.ornl.gov,192,10,pilot.0000,rp.session.titan-ext1.jrossyra.017614.0002,,2.8768999576568604,0.21140003204345703,1.0211999416351318,,,169.63670015335083
