,NEW,P_LRMS_QUEUING,P_LRMS_RUNNING,P_LRMS_SUBMITTING,P_PMGR_QUEUING,P_PMGR_SCHEDULING,TTC,U_AGENT_EXECUTING,U_AGENT_QUEUING,U_AGENT_QUEUING_EXEC,U_AGENT_SCHEDULING,U_UMGR_BINDING,U_UMGR_SCHEDULING,experiment,ncore,ncore_active,nhost,npilot,npilot_active,nunit,nunit_done,nunit_failed,sid,util_p_boot,util_p_orte,util_p_setup_1,util_p_setup_2,util_p_term,util_p_total,util_p_uexec,util_u_eprep,util_u_equeue,util_u_exec_app,util_u_exec_cu,util_u_exec_orte,util_u_exec_rp,util_u_total,util_u_unschedule
rp.session.titan-ext1.jrossyra.017614.0002,12.04259991645813,54.96369981765747,177.4323000907898,38.2771999835968,0.0051000118255615234,0.00410008430480957,296.5950999259949,140.75080013275146,0,0.09709978103637695,0.025400161743164062,0.011399984359741211,0.0336000919342041,testrun,192,192,1,1,1,10,10,0,rp.session.titan-ext1.jrossyra.017614.0002,0,2.8768999576568604,0.21140003204345703,1.0211999416351318,0,0,169.63670015335083,0.06889986991882324,0.10840034484863281,0,0.2265000343322754,0,0.18230009078979492,140.75539994239807,0
